last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.75,4,211,3,0,0,0,technical,medium
0.98,4,169,4,1,0,0,technical,medium
1.0,3,131,5,0,0,0,technical,medium
0.82,5,190,4,0,0,0,technical,medium
1.0,6,253,3,0,0,0,technical,medium
0.59,2,100,4,0,0,0,technical,medium
0.41,6,196,6,0,0,0,technical,medium
0.94,6,180,2,0,0,0,technical,medium
0.62,4,139,4,0,0,0,technical,high
0.71,1,61,2,0,0,0,technical,low
0.49,5,266,3,1,0,0,technical,medium
0.58,3,94,1,1,0,0,support,medium
0.98,3,218,4,0,0,0,support,medium
0.79,5,149,5,0,0,0,support,medium
0.85,5,271,5,0,0,0,support,low
0.54,4,164,4,0,0,0,support,low
0.61,4,283,1,0,0,0,support,low
0.8,4,283,3,0,0,0,support,low
0.85,5,256,4,1,0,0,support,low
0.39,2,203,1,0,0,0,support,low
0.47,4,179,3,0,0,0,support,low
0.75,3,191,3,0,0,0,support,low
0.76,5,182,1,0,0,0,technical,low
0.77,3,273,3,0,0,0,technical,low
0.51,6,195,5,0,0,0,technical,low
0.8,4,173,3,0,0,0,management,low
0.35,4,193,1,0,0,0,IT,low
0.73,3,113,2,1,0,0,IT,low
0.62,4,181,2,0,0,0,IT,low
0.51,4,81,1,0,0,0,IT,low
0.55,4,163,1,1,0,0,IT,low
0.65,2,219,3,1,0,0,product_mng,low
0.26,3,241,2,1,0,0,product_mng,low
0.94,3,200,3,0,0,0,product_mng,low
0.85,3,189,4,0,0,0,product_mng,low
0.94,5,208,3,0,0,0,IT,medium
0.66,3,244,2,0,0,0,RandD,medium
0.6,4,239,2,0,0,0,RandD,medium
0.76,3,172,7,0,0,0,RandD,medium
0.7,4,126,2,0,0,0,RandD,medium
0.75,4,157,2,0,0,0,RandD,medium
0.5,2,186,2,1,0,0,marketing,medium
0.51,3,125,5,0,0,0,sales,medium
0.37,2,360,4,0,0,0,accounting,medium
0.25,5,134,7,0,0,0,support,medium
0.63,5,155,3,0,0,0,technical,medium
0.74,6,215,6,0,0,0,management,medium
0.61,4,79,4,0,0,0,marketing,high
0.73,5,216,3,0,0,0,marketing,low
0.71,3,108,1,0,0,0,marketing,medium
0.81,6,185,3,0,0,0,sales,medium
0.68,3,192,2,0,0,0,sales,medium
0.68,4,170,4,0,0,0,sales,medium
0.49,2,110,2,1,0,0,sales,low
0.68,6,173,3,0,0,0,sales,low
0.59,3,222,5,0,0,0,sales,low
0.65,4,174,3,0,0,0,sales,low
0.72,4,136,4,0,0,0,sales,low
0.82,6,249,2,1,0,0,sales,low
0.56,5,233,4,0,0,0,sales,low
0.93,3,263,4,1,0,0,sales,low
0.8,2,92,5,0,0,0,sales,low
1.0,7,117,4,0,0,0,sales,low
0.94,3,153,4,1,0,0,sales,low
0.62,5,197,4,0,0,0,sales,low
0.71,3,197,1,0,0,0,sales,low
0.9,7,288,3,0,0,0,sales,low
0.76,3,194,5,0,0,0,sales,low
1.0,5,196,4,0,0,0,sales,low
0.42,4,212,5,0,0,0,accounting,low
0.68,1,233,2,0,0,0,accounting,low
0.78,3,249,3,0,0,0,accounting,medium
0.9,5,271,4,0,0,0,hr,medium
0.51,4,172,2,0,0,0,hr,medium
0.85,3,257,6,0,0,0,hr,medium
0.96,4,203,2,1,0,0,hr,medium
0.54,6,119,2,0,0,0,technical,medium
0.58,6,166,1,0,0,0,technical,medium
0.48,2,251,3,0,0,0,technical,medium
1.0,7,197,2,0,0,0,technical,medium
0.83,4,148,1,1,0,0,technical,medium
0.86,5,240,3,0,0,0,technical,medium
0.81,4,186,4,1,0,0,technical,medium
0.76,2,175,1,0,0,0,technical,high
1.0,2,221,1,0,0,0,technical,low
0.75,3,170,3,0,0,0,technical,medium
0.9,4,274,4,0,0,0,technical,medium
0.64,5,232,5,0,0,0,support,medium
0.58,4,260,1,0,0,0,support,medium
0.54,5,68,2,1,0,0,support,low
0.99,4,210,3,0,0,0,support,low
0.69,3,125,2,0,0,0,support,low
0.99,4,196,5,0,0,0,support,low
0.72,5,242,1,0,0,0,support,low
0.68,2,163,2,0,0,0,support,low
0.57,4,217,3,0,0,0,support,low
0.81,3,191,4,0,0,0,support,low
0.4,3,332,2,0,0,0,support,low
0.4,5,95,2,0,0,0,technical,low
0.84,3,183,5,0,0,0,technical,low
0.7,2,96,2,1,0,0,technical,low
1.0,4,298,3,0,0,0,management,low
0.85,1,178,5,0,0,0,IT,low
0.7,5,98,3,0,0,0,IT,low
0.88,7,220,6,0,0,0,IT,low
0.61,6,183,2,0,0,0,IT,low
0.47,5,228,2,0,0,0,IT,low
0.95,3,212,3,0,0,0,product_mng,low
0.98,3,189,2,0,0,0,product_mng,low
0.78,3,212,3,0,0,0,product_mng,low
0.54,4,248,3,0,0,0,product_mng,medium
0.32,4,104,6,1,0,0,IT,medium
0.66,6,122,6,0,0,1,RandD,medium
0.6,5,185,2,1,0,1,RandD,medium
0.44,3,103,3,0,0,1,RandD,medium
0.3,3,153,4,0,0,1,RandD,medium
1.0,4,131,2,1,0,1,RandD,medium
0.64,4,133,4,0,0,1,marketing,medium
0.84,2,112,2,0,0,1,sales,medium
0.78,5,130,2,0,0,1,accounting,medium
0.63,5,248,2,0,0,1,support,medium
0.64,5,119,2,0,0,1,technical,medium
0.47,3,135,3,0,0,1,management,high
0.51,3,139,3,0,0,1,marketing,low
0.65,3,181,2,0,0,1,marketing,medium
0.85,3,244,2,0,0,1,marketing,medium
0.76,3,205,5,0,0,0,sales,medium
0.75,2,233,2,0,0,0,sales,medium
0.62,5,218,2,0,0,0,sales,low
0.44,5,181,6,0,0,0,sales,low
0.63,4,191,3,1,0,0,sales,low
0.63,2,311,4,0,0,0,sales,low
0.34,1,120,6,0,0,0,sales,low
0.38,2,94,3,0,0,0,sales,low
0.89,3,280,5,0,0,0,sales,low
0.62,3,194,4,0,0,0,sales,low
1.0,5,188,3,0,0,0,sales,low
0.73,5,161,1,0,0,0,sales,low
0.63,6,278,5,0,0,0,sales,low
0.44,4,261,1,0,0,0,sales,low
0.97,4,75,3,0,0,0,sales,low
0.76,5,237,2,0,0,0,sales,low
0.6,2,225,2,0,0,0,sales,low
0.99,4,171,1,0,0,0,sales,low
1.0,5,195,5,1,0,0,sales,low
0.96,3,167,3,0,0,0,accounting,low
0.5,5,278,5,0,0,0,accounting,low
0.93,6,223,5,0,0,0,accounting,low
0.66,3,201,2,0,0,0,hr,low
0.4,6,323,3,0,0,1,hr,medium
0.74,3,154,4,0,0,1,hr,medium
0.94,2,283,4,0,0,1,hr,medium
0.6,3,315,3,0,0,1,technical,medium
0.73,5,175,3,0,0,1,technical,medium
1.0,2,262,6,0,0,1,technical,medium
0.43,5,223,2,1,0,1,technical,medium
0.45,3,312,4,0,0,1,technical,medium
0.54,4,127,1,0,0,1,technical,medium
0.96,5,249,5,0,0,1,technical,medium
0.78,4,147,2,0,0,1,technical,medium
0.64,6,300,2,0,0,1,technical,medium
0.61,4,236,3,0,0,1,technical,high
0.75,4,159,2,0,0,1,technical,low
0.97,6,233,3,1,0,1,support,medium
0.84,6,185,2,0,0,1,support,medium
1.0,4,363,5,0,0,1,support,medium
0.64,6,268,2,1,0,1,support,medium
0.81,3,195,3,0,0,1,support,low
0.55,2,195,3,0,0,1,support,low
0.55,3,139,6,0,0,1,support,low
0.81,2,137,2,0,0,1,support,low
0.77,5,187,2,1,0,1,support,low
0.8,2,332,5,0,0,0,support,low
0.42,1,144,1,0,0,0,support,low
0.79,3,113,3,0,0,0,technical,low
0.65,3,182,2,0,0,0,technical,medium
0.98,2,227,5,0,0,0,technical,medium
0.56,3,57,7,0,0,0,management,medium
0.83,2,50,4,0,0,0,IT,medium
0.87,7,50,5,0,0,0,IT,medium
0.66,1,239,3,0,0,0,IT,medium
0.97,4,204,3,0,0,0,IT,medium
0.62,5,255,4,0,0,0,IT,medium
0.83,3,197,3,0,0,0,product_mng,medium
0.88,4,146,1,0,0,0,product_mng,medium
1.0,5,293,3,0,0,0,product_mng,medium
0.3,3,310,5,0,0,0,product_mng,medium
0.89,4,227,1,0,0,0,IT,medium
0.71,2,209,2,0,0,0,RandD,medium
0.46,5,151,2,0,0,0,RandD,medium
0.7,4,259,4,0,0,0,RandD,medium
0.85,4,200,4,0,0,0,RandD,medium
0.84,4,190,2,0,0,0,RandD,medium
1.0,4,196,3,0,0,0,marketing,medium
0.79,3,142,2,0,0,0,sales,medium
0.51,1,263,2,0,0,0,accounting,medium
1.0,3,194,4,0,0,0,support,medium
0.51,6,136,3,1,0,0,technical,medium
0.9,5,225,3,0,0,0,management,medium
1.0,4,153,4,1,0,0,marketing,medium
0.82,1,97,4,0,0,0,marketing,high
0.83,2,209,4,1,0,0,marketing,high
0.78,5,219,1,0,0,0,sales,high
0.77,3,216,4,1,0,0,sales,high
0.61,5,145,5,0,0,0,sales,high
0.97,2,267,2,0,0,0,sales,high
0.32,5,229,2,0,0,0,sales,high
0.89,4,273,6,0,0,0,sales,high
0.85,3,215,2,0,0,0,sales,high
0.63,2,230,4,0,0,0,sales,high
0.83,3,158,4,1,0,0,sales,high
0.59,4,157,5,0,0,0,sales,high
0.72,5,228,4,0,0,0,sales,low
0.65,4,235,1,0,0,0,sales,low
1.0,2,294,4,0,0,0,sales,low
0.84,3,234,6,1,0,0,sales,low
0.96,2,229,2,1,0,0,sales,low
0.55,3,263,3,1,0,0,sales,low
0.54,5,190,3,0,0,0,sales,low
0.64,3,117,2,0,0,0,sales,low
0.48,4,202,6,0,0,0,sales,low
0.92,4,257,3,0,0,0,accounting,low
0.69,4,146,4,0,0,0,accounting,low
0.99,2,182,2,0,0,0,accounting,low
0.27,5,183,2,0,0,0,hr,low
0.77,2,88,4,0,0,0,hr,low
0.43,4,147,3,0,0,0,hr,low
0.56,3,102,2,0,0,0,hr,medium
0.74,5,254,1,0,0,0,technical,medium
0.67,6,158,3,1,0,0,technical,medium
0.53,5,235,2,1,0,0,technical,medium
0.75,1,116,2,0,0,0,technical,medium
0.63,4,168,1,0,0,0,technical,medium
0.55,3,270,3,0,0,0,technical,medium
0.62,3,119,3,0,0,0,technical,medium
0.57,5,169,1,0,0,0,technical,medium
1.0,7,280,6,0,0,0,technical,medium
0.85,5,232,4,0,0,0,technical,medium
0.82,4,315,3,0,0,0,technical,medium
0.71,4,146,5,0,0,0,support,high
0.74,5,155,6,0,0,0,support,high
0.94,3,161,2,1,0,0,support,high
1.0,1,116,5,0,0,0,support,high
0.7,5,272,3,1,0,0,support,high
0.73,5,271,4,1,0,0,support,high
0.77,5,181,3,0,0,0,support,high
0.86,3,202,4,0,0,0,support,high
0.68,4,188,2,0,0,0,support,low
0.46,3,229,4,1,0,0,support,low
1.0,6,182,2,0,0,0,support,low
0.49,4,153,3,0,0,0,technical,low
0.51,3,185,3,0,0,0,technical,low
0.3,3,239,3,0,0,0,technical,low
0.66,3,151,1,0,0,0,management,low
0.55,5,208,3,0,0,0,IT,low
0.79,1,300,1,0,0,0,IT,medium
1.0,3,137,4,0,0,0,IT,medium
0.87,3,143,2,0,0,0,IT,medium
0.77,5,302,4,0,0,0,IT,medium
0.77,4,232,2,1,0,0,product_mng,medium
0.38,2,173,3,0,0,0,product_mng,medium
0.21,2,222,2,0,0,0,product_mng,medium
0.61,7,322,4,0,0,0,product_mng,medium
0.66,5,243,5,0,0,0,IT,medium
1.0,5,174,4,0,0,0,RandD,medium
0.59,3,268,2,0,0,0,RandD,medium
0.96,3,108,3,0,0,0,RandD,medium
0.86,4,136,5,1,0,0,RandD,medium
1.0,3,161,2,0,0,0,RandD,medium
0.45,4,221,3,0,0,0,marketing,medium
0.65,2,237,1,1,0,0,sales,medium
0.7,3,136,4,0,0,0,accounting,medium
0.87,3,274,3,0,0,0,support,medium
0.87,4,193,3,0,0,0,technical,medium
0.96,4,245,4,0,0,0,management,medium
0.5,4,159,5,1,0,0,marketing,medium
0.5,5,260,3,0,0,0,marketing,medium
0.87,2,140,3,0,0,0,marketing,medium
0.91,4,144,6,0,0,0,sales,high
0.54,5,169,1,0,0,0,sales,low
1.0,7,214,2,1,0,0,sales,medium
0.8,2,239,3,0,0,0,sales,medium
0.83,3,149,2,0,0,0,sales,medium
0.63,4,182,1,0,0,0,sales,medium
0.44,2,130,1,1,0,0,sales,medium
0.78,3,305,1,0,0,0,sales,medium
0.75,5,239,6,1,0,0,sales,medium
0.86,4,221,5,0,0,0,sales,medium
0.36,1,101,4,1,0,0,sales,medium
0.87,3,330,2,0,0,0,sales,medium
0.88,3,211,2,0,0,0,sales,low
0.87,3,271,3,0,0,0,sales,low
1.0,3,152,2,0,0,0,sales,low
0.46,7,185,2,0,0,0,sales,low
0.82,5,260,2,0,0,0,sales,low
0.67,4,148,2,0,0,0,sales,low
0.62,3,294,3,0,0,0,sales,low
0.72,5,204,4,0,0,0,accounting,high
0.74,3,183,3,1,0,0,accounting,low
0.67,4,273,3,0,0,0,accounting,high
0.61,4,202,2,0,0,0,hr,high
0.43,4,263,4,0,0,0,hr,low
0.7,3,257,1,0,0,0,hr,low
0.75,2,146,5,0,0,0,hr,high
0.47,6,88,6,0,0,0,technical,low
0.92,5,177,1,0,0,0,technical,medium
0.8,3,288,2,0,0,0,technical,high
0.7,3,264,5,1,0,0,technical,medium
0.68,3,172,2,0,0,0,technical,medium
0.94,3,271,1,0,0,0,technical,medium
0.64,3,190,2,0,0,0,technical,medium
0.8,3,227,6,0,0,0,technical,high
0.55,3,240,3,0,0,0,technical,medium
0.83,4,213,3,0,0,0,technical,medium
0.59,3,177,3,0,0,0,technical,medium
0.69,5,122,3,1,0,0,support,high
0.93,3,287,1,0,0,0,support,medium
0.83,3,124,1,0,0,0,support,high
0.98,5,104,3,0,0,0,support,low
1.0,2,132,2,0,0,0,support,medium
0.42,4,237,1,0,0,0,support,medium
1.0,4,247,5,0,0,0,support,medium
0.92,5,268,4,0,0,0,support,medium
0.76,3,162,2,0,0,0,support,low
0.57,3,148,3,1,0,0,support,low
0.77,6,192,3,0,0,0,support,low
0.72,4,263,3,0,0,0,technical,low
0.9,2,109,4,0,0,0,technical,low
0.57,6,193,2,0,0,0,technical,low
1.0,4,157,2,0,0,0,management,low
0.75,2,118,2,0,0,0,IT,low
0.99,4,232,4,0,0,0,IT,low
0.76,6,181,1,0,0,0,IT,low
0.97,3,209,4,0,0,0,IT,high
0.67,3,253,2,0,0,0,IT,low
0.82,3,111,3,1,0,0,product_mng,low
0.54,4,176,3,1,0,0,product_mng,low
0.72,4,273,2,1,0,0,product_mng,low
0.37,5,193,3,1,0,0,product_mng,high
0.57,3,213,2,0,0,0,IT,low
0.9,5,114,3,1,0,1,RandD,low
0.72,3,83,4,0,0,1,RandD,low
0.9,4,221,3,0,0,1,RandD,high
0.76,6,254,3,0,0,1,RandD,low
0.5,3,181,3,0,0,1,RandD,medium
0.51,4,180,2,1,0,1,marketing,high
0.6,4,183,2,1,0,1,sales,medium
0.64,3,224,2,0,0,1,accounting,high
0.76,7,239,5,1,0,1,support,medium
0.82,2,146,4,0,0,1,technical,medium
0.85,5,127,2,0,0,1,management,medium
0.83,4,274,1,1,0,1,marketing,medium
0.61,1,115,3,0,0,0,marketing,medium
1.0,3,260,1,0,0,0,marketing,medium
0.56,4,240,3,1,0,0,sales,medium
0.74,4,217,2,1,0,0,sales,medium
0.59,4,241,3,0,0,0,sales,high
0.87,4,286,2,0,0,0,sales,low
0.47,4,289,3,0,0,0,sales,medium
0.94,2,217,1,0,0,0,sales,medium
0.45,2,236,3,0,0,0,sales,medium
0.89,6,231,4,0,0,0,sales,medium
0.99,4,284,2,0,0,0,sales,medium
0.55,4,228,3,0,0,0,sales,medium
0.8,6,162,5,1,0,0,sales,medium
0.69,4,255,1,0,0,0,sales,medium
0.79,3,150,4,0,0,0,sales,medium
0.76,4,173,5,0,0,0,sales,high
0.7,2,153,2,0,0,0,sales,low
0.77,2,154,4,0,0,0,sales,low
0.99,5,186,6,0,0,0,sales,low
0.48,6,173,1,0,0,0,sales,high
0.74,5,215,3,0,0,0,sales,low
0.4,2,272,1,1,0,0,accounting,low
0.63,4,196,5,1,0,0,accounting,low
0.91,4,259,3,0,0,0,accounting,high
0.64,6,310,4,0,0,0,hr,low
0.63,3,116,3,0,0,0,hr,low
0.94,4,278,3,0,0,0,hr,low
0.69,5,156,3,0,0,0,hr,low
0.49,4,113,5,0,0,0,technical,low
1.0,5,288,6,0,0,0,technical,low
1.0,6,176,3,0,0,0,technical,low
0.56,6,90,5,0,0,0,technical,medium
0.39,2,205,2,1,0,0,technical,medium
1.0,2,129,1,0,0,0,technical,medium
0.57,4,137,2,1,0,0,technical,medium
0.31,2,181,2,0,0,0,technical,medium
0.89,6,122,4,1,0,0,technical,medium
0.64,3,249,1,0,0,0,technical,medium
0.72,5,150,4,1,0,0,technical,medium
0.77,3,156,3,0,0,0,support,medium
0.24,3,218,4,0,0,0,support,medium
0.8,4,222,5,0,0,0,support,medium
0.73,3,121,3,0,0,0,support,medium
0.61,4,141,2,0,0,0,support,high
0.42,2,213,5,0,0,0,support,low
1.0,2,224,7,0,0,0,support,medium
0.8,3,288,3,0,0,0,support,medium
1.0,6,182,2,1,0,0,support,medium
0.82,5,230,2,0,0,0,support,medium
0.49,1,166,4,0,0,0,support,low
0.89,2,205,1,1,0,0,technical,low
0.51,4,162,3,0,0,0,technical,low
0.9,5,180,3,0,0,0,technical,low
0.65,3,227,1,0,0,0,management,low
0.55,5,181,2,0,0,0,IT,low
0.7,2,221,4,0,0,0,IT,low
0.66,5,216,3,0,0,0,IT,low
0.97,6,200,2,0,0,0,IT,low
0.4,4,143,1,1,0,0,IT,low
0.57,5,252,6,0,0,0,product_mng,low
0.83,3,183,3,0,0,0,product_mng,low
0.63,5,246,1,0,0,0,product_mng,low
0.9,6,191,5,0,0,0,product_mng,low
0.36,5,263,3,0,0,0,IT,low
0.61,3,232,5,0,0,0,RandD,low
0.92,4,195,3,0,0,0,RandD,low
0.42,4,182,2,1,0,0,RandD,low
0.47,4,150,3,0,0,0,RandD,low
0.65,4,125,3,0,0,0,RandD,low
0.82,2,208,2,0,0,0,marketing,low
0.48,5,174,1,1,0,0,sales,medium
0.96,4,226,5,0,0,0,accounting,medium
0.58,6,241,3,1,0,0,support,medium
0.99,4,106,3,0,0,0,technical,medium
0.82,4,213,2,0,0,0,management,medium
0.89,4,221,2,0,0,0,marketing,medium
0.53,3,219,3,0,0,0,marketing,medium
1.0,4,240,4,1,0,0,marketing,medium
0.58,4,264,4,0,0,0,sales,medium
0.51,3,181,2,0,0,0,sales,medium
0.88,4,181,2,0,0,0,sales,medium
0.81,3,220,3,0,0,0,sales,medium
0.86,3,196,4,0,0,0,sales,high
0.75,3,306,5,0,0,0,sales,low
0.74,6,263,2,0,0,0,sales,medium
0.53,3,188,3,0,0,0,sales,medium
0.56,3,66,4,0,0,0,sales,medium
0.76,6,173,1,0,0,0,sales,medium
0.93,3,160,2,0,0,0,sales,low
0.91,3,267,5,0,0,0,sales,low
0.64,3,152,2,0,0,0,sales,low
0.74,2,197,4,0,0,0,sales,low
0.61,6,222,3,0,0,0,sales,low
1.0,5,169,3,0,0,0,sales,low
0.95,7,158,6,0,0,0,sales,low
0.45,4,207,4,1,0,0,sales,low
0.92,5,203,3,1,0,0,sales,low
0.78,4,154,3,0,0,0,accounting,low
0.73,6,223,5,0,0,0,accounting,low
0.54,7,138,1,0,0,0,accounting,low
0.7,3,282,2,0,0,0,hr,low
0.76,2,199,3,0,0,0,hr,low
0.84,4,107,2,0,0,0,hr,low
0.78,5,236,5,0,0,0,hr,low
0.96,5,189,5,0,0,0,technical,low
1.0,2,95,3,0,0,0,technical,low
0.58,4,150,1,0,0,0,technical,low
0.31,3,156,4,0,0,0,technical,low
0.52,2,184,2,1,0,0,technical,low
0.76,7,178,5,0,0,0,technical,medium
0.92,4,137,4,0,0,0,technical,medium
0.66,4,137,2,0,0,0,technical,medium
0.9,3,162,3,0,0,0,technical,medium
0.61,2,135,4,0,0,0,technical,medium
0.87,1,260,5,0,0,0,technical,medium
0.83,3,229,2,0,0,0,support,medium
0.9,3,221,3,0,0,0,support,medium
1.0,6,190,5,0,0,0,support,medium
1.0,3,267,1,0,0,0,support,medium
0.68,4,157,3,0,0,0,support,medium
0.47,3,270,3,1,0,0,support,medium
0.79,4,229,5,0,0,0,support,high
0.81,6,193,3,0,0,0,support,low
0.71,5,152,4,0,0,0,support,medium
0.71,5,262,1,0,0,0,support,medium
0.98,2,158,3,1,0,0,support,medium
0.59,4,211,1,0,0,0,technical,medium
0.71,5,245,3,1,0,0,technical,low
0.85,3,125,6,0,0,0,technical,low
0.57,1,242,3,0,0,0,management,low
0.48,5,224,2,0,0,0,IT,low
1.0,3,52,6,0,0,0,IT,low
0.77,3,190,2,1,0,0,IT,low
0.57,3,235,2,0,0,0,IT,low
0.61,4,206,2,0,0,0,IT,low
0.72,5,194,4,0,0,0,product_mng,low
0.48,4,199,3,0,0,0,product_mng,low
0.77,4,217,1,0,0,0,product_mng,low
0.74,3,178,3,0,0,0,product_mng,low
0.44,4,192,4,0,0,0,IT,low
0.74,2,243,3,0,0,0,RandD,low
0.77,3,161,1,1,0,0,RandD,low
1.0,6,279,7,1,0,0,RandD,low
0.7,4,122,3,1,0,0,RandD,low
1.0,4,234,5,0,0,0,RandD,low
0.99,6,241,1,1,0,0,marketing,low
0.68,4,197,1,0,0,0,sales,low
0.54,3,150,1,0,0,0,accounting,low
1.0,4,285,4,0,0,0,support,medium
0.62,4,161,4,0,0,0,technical,medium
0.76,4,172,3,1,0,0,management,medium
0.48,5,285,3,0,0,0,marketing,medium
0.63,4,151,1,1,0,0,marketing,medium
0.47,1,146,1,0,0,0,marketing,medium
0.77,3,217,1,1,0,0,sales,medium
0.27,2,207,3,0,0,0,sales,medium
0.61,4,265,4,0,0,0,sales,medium
0.58,5,122,3,0,0,0,sales,medium
0.68,4,125,5,0,0,0,sales,medium
0.6,3,156,2,0,0,0,sales,medium
0.99,4,213,2,0,0,0,sales,high
0.82,6,275,4,0,0,0,sales,low
0.66,4,269,3,1,0,0,sales,medium
0.65,6,272,5,0,0,0,sales,medium
0.82,1,233,4,0,0,0,sales,medium
0.93,4,218,2,0,0,0,sales,medium
0.87,3,147,4,0,0,0,sales,low
0.59,3,255,3,0,0,0,sales,low
0.35,2,167,3,0,0,0,sales,low
0.58,5,237,2,0,0,0,sales,low
0.76,3,253,3,0,0,0,sales,low
0.73,3,134,3,0,0,0,sales,low
0.65,3,175,3,0,0,0,sales,low
0.73,3,250,5,0,0,0,accounting,low
0.74,6,291,4,0,0,0,accounting,low
0.38,4,87,2,0,0,0,accounting,low
0.81,4,264,6,1,0,0,hr,low
0.65,4,153,5,0,0,0,hr,low
0.67,5,130,2,0,0,0,hr,low
0.98,3,208,4,0,0,0,hr,low
1.0,3,272,3,1,0,0,technical,low
0.91,2,182,5,0,0,0,technical,low
0.98,2,234,4,0,0,0,technical,low
0.77,5,222,4,1,0,0,technical,low
1.0,1,166,4,0,0,0,technical,medium
1.0,3,208,2,0,0,0,technical,medium
0.48,5,200,5,0,0,0,technical,medium
0.44,4,196,3,0,0,0,technical,medium
0.61,2,163,3,0,0,0,technical,medium
0.34,2,195,1,0,0,0,technical,medium
0.8,4,91,7,0,0,0,technical,medium
0.61,4,162,5,0,0,0,support,medium
0.67,4,251,3,0,0,0,support,medium
0.56,1,152,3,1,0,0,support,medium
1.0,4,232,3,0,0,0,support,medium
0.75,3,144,2,0,0,0,support,medium
0.78,5,211,3,0,0,0,support,high
0.44,4,108,7,0,0,0,support,low
0.73,2,186,4,0,0,0,support,medium
0.82,5,289,3,0,0,0,support,medium
0.42,3,119,3,0,0,0,support,medium
0.78,4,176,6,0,0,0,support,medium
0.57,2,140,2,0,0,0,technical,low
0.52,3,50,4,0,0,0,technical,low
0.56,4,160,2,0,0,0,technical,low
0.74,3,277,6,0,0,0,management,low
1.0,5,216,3,0,0,0,IT,low
0.65,4,218,2,0,0,0,IT,low
0.44,4,264,5,0,0,0,IT,low
0.72,3,110,2,0,0,0,IT,low
0.94,4,136,2,0,0,0,IT,low
0.45,3,223,4,0,0,0,product_mng,low
0.69,2,307,2,0,0,0,product_mng,low
0.64,4,157,4,0,0,0,product_mng,low
0.65,3,247,1,0,0,0,product_mng,low
0.55,4,224,2,0,0,0,IT,low
0.49,4,236,3,0,0,0,RandD,low
0.55,3,156,3,0,0,0,RandD,low
0.68,2,122,3,0,0,0,RandD,low
0.69,2,312,2,0,0,0,RandD,low
0.9,5,209,3,0,0,0,RandD,low
0.45,3,194,3,1,0,0,marketing,low
0.84,3,172,2,1,0,0,sales,low
0.54,3,168,3,0,0,0,accounting,medium
0.93,3,154,2,0,0,0,support,medium
0.63,2,220,5,0,0,0,technical,medium
0.86,3,203,6,1,0,0,management,medium
0.47,5,244,3,0,0,0,marketing,medium
1.0,5,123,2,0,0,0,marketing,medium
0.92,5,140,4,1,0,0,marketing,medium
1.0,4,183,5,0,0,0,sales,medium
0.77,2,238,4,1,0,0,sales,medium
0.73,5,143,3,0,0,0,sales,medium
0.68,4,176,4,0,0,0,sales,medium
0.67,1,218,5,0,0,0,sales,medium
0.63,3,156,3,1,0,0,sales,high
0.78,4,234,4,0,0,0,sales,low
0.7,4,219,1,0,0,0,sales,medium
0.57,2,138,2,0,0,0,sales,medium
0.8,4,278,2,1,0,0,sales,medium
0.1,5,76,4,0,0,0,sales,medium
0.6,4,140,2,0,0,0,sales,low
1.0,6,141,5,0,0,0,sales,low
0.54,2,236,1,0,0,0,sales,low
0.71,4,318,6,0,0,0,sales,low
0.87,4,203,3,0,0,0,sales,low
1.0,4,232,4,0,0,0,sales,low
0.65,2,246,4,0,0,0,sales,low
0.63,2,187,3,0,0,0,sales,low
0.72,4,157,2,0,0,0,accounting,low
1.0,5,190,2,0,0,0,accounting,low
0.43,3,215,3,0,0,0,accounting,low
0.9,4,69,5,1,0,0,hr,low
0.9,4,117,5,1,0,0,hr,low
0.69,5,247,2,0,0,0,hr,low
0.51,6,282,2,0,0,0,hr,low
0.54,6,265,3,0,0,0,technical,low
1.0,4,269,5,1,0,0,technical,low
0.96,6,234,2,0,0,0,technical,low
0.92,5,108,3,0,0,0,technical,low
0.87,5,239,2,0,0,0,technical,low
0.95,5,140,3,0,0,0,technical,low
0.66,3,113,3,1,0,0,technical,medium
0.62,4,277,5,0,0,0,technical,medium
0.89,3,241,3,0,0,0,technical,medium
1.0,6,164,3,0,0,0,technical,medium
0.45,1,185,5,0,0,0,technical,medium
0.81,2,205,7,1,0,0,support,medium
1.0,2,242,3,1,0,0,support,medium
0.9,5,218,4,0,0,0,support,medium
0.69,4,138,3,0,0,0,support,medium
0.85,5,286,2,0,0,0,support,medium
0.63,6,224,5,0,0,0,support,medium
0.92,4,163,7,0,0,0,support,medium
0.56,2,255,2,0,0,0,support,high
1.0,2,222,2,0,0,0,support,low
0.58,3,245,4,0,0,0,support,medium
0.2,5,165,7,0,0,0,support,medium
1.0,3,283,3,0,0,0,technical,medium
0.76,2,215,3,0,0,0,technical,medium
0.77,1,105,4,1,0,0,technical,low
0.48,6,278,2,0,0,0,management,low
0.9,6,208,4,0,0,0,IT,low
0.67,4,206,3,0,0,0,IT,low
0.74,5,185,3,0,0,0,IT,low
1.0,3,163,2,1,0,0,IT,low
0.51,3,251,2,0,0,0,IT,low
0.79,6,200,2,0,0,0,product_mng,low
0.35,4,227,4,0,0,0,product_mng,medium
1.0,3,198,3,0,0,0,product_mng,medium
0.7,5,261,2,0,0,0,product_mng,medium
0.54,3,304,1,0,0,0,IT,medium
1.0,3,199,6,1,0,1,RandD,medium
0.96,4,212,1,0,0,1,RandD,medium
0.65,1,183,1,0,0,1,RandD,medium
